Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H39S1V001,H39S1V002,H39S1V003,H39S1V004,H39S1V005,H39S1V006,H39S1V007,H39S1V008,H39S1V009,H39S1V010,H39S1V011,H39S1V012,H39S1V013,H39S1V014,H39S1V015,H39S1V016,H39S1V017,H39S1V018,H39S1V019,H39S1V020,H39S1V021,H39S1V022,H39S1V023,H39S1V024,H39S1V025,H39S1V026,H39S1V027,H39S1V028,H39S1V029,H39S1V030,H39S1V031,H39S1V032,H39S1V033,H39S1V034,H39S1V035,H39S1V036,H39S1V037,H39S1V038,H39S1V039,H39S1V040,H39S1V041,H39S1V042,H39S1V043,H39S1V044,H39S1V045,H39S1V046,H39S1V047,H39S1V048,H39S1V049,H39S1V050,H39S1V051,H39S1V052,H39S1V053,H39S1V054,H39S1V055,H39S1V056,H39S1V057,H39S1V058,H39S1V059,H39S1V060,H39S1V061,H39S1V062,H39S1V063,H39S1V064,H39S1V065,H39S1V066,H39S1V067,H39S1V068,H39S1V069,H39S1V070,H39S1V071,H39S1V072,H39S1V073,H39S1V074,H39S1V075,H39S1V076,H39S1V077,H39S1V078,H39S1V079,H39S1V080,H39S1V081,H39S1V082,H39S1V083,H39S1V084,H39S1V085,H39S1V086,H39S1V087,H39S1V088,H39S1V089,H39S1V090,H39S1V091,H39S1V092,H39S1V093,H39S1V094,H39S1V095,H39S1V096,H39S1V097,H39S1V098,H39S1V099,H39S1V100,H39S1V101,H39S1V102,H39S1V103,H39S1V104,H39S1V105,H39S1V106,H39S1V107,H39S1V108,H39S1V109,H39S1V110,H39S1V111,H39S1V112,H39S1V113,H39S1V114,H39S1V115,H39S1V116,H39S1V117,H39S1V118,H39S1V119,H39S1V120,H39S1V121,H39S1V122,H39S1V123,H39S1V124,H39S1V125,H39S1V126,H39S1V127,H39S1V128,H39S1V129,H39S1V130,H39S1V131,H39S1V132,H39S1V133,H39S1V134,H39S1V135,H39S1V136,H39S1V137,H39S1V138,H39S1V139,H39S1V140,H39S1V141,H39S1V142,H39S1V143,H39S1V144,H39S1V145,H39S1V146,H39S1V147,H39S1V148,H39S1V149,H39S1V150,H39S1V151,H39S1V152,H39S1V153,H39S1V154,H39S1V155,H39S1V156,H39S1V157,H39S1V158,H39S1V159,H39S1V160,H39S1V161,H39S1V162,H39S1V163,H39S1V164,H39S1V165,H39S1V166,H39S1V167,H39S1V168,H39S1V169,H39S1V170,H39S1V171,H39S1V172,H39S1V173,H39S1V174,H39S1V175,H39S1V176,H39S1V177,H39S1V178,H39S1V179,H39S1V180,H39S1V181,H39S1V182,H39S1V183,H39S1V184,H39S1V185,H39S1V186,H39S1V187,H39S1V188,H39S1V189,H39S1V190,H39S1V191,H39S1V192,H39S1V193,H39S1V194,H39S1V195,H39S1V196,H39S1V197,H39S1V198,H39S1V199,H39S1V200,H39S1V201,H39S1V202,H39S1V203,H39S1V204,H39S1V205,H39S1V206,H39S1V207,H39S1V208,H39S1V209,H39S1V210,H39S1V211,H39S1V212,H39S1V213,H39S1V214,H39S1V215,H39S1V216,H39S1V217,H39S1V218,H39S1V219,H39S2V001,H39S2V002,H39S2V003,H39S2V004,H39S2V005,H39S2V006,H39S2V007,H39S2V008,H39S2V009,H39S2V010,H39S2V011,H39S2V012,H39S2V013,H39S2V014,H39S2V015,H39S2V016,H39S2V017,H39S2V018,H39S2V019,H39S2V020,H39S2V021,H39S2V022,H39S2V023,H39S2V024,H39S2V025,H39S2V026,H39S2V027,H39S2V028,H39S2V029,H39S2V030,H39S2V031,H39S2V032,H39S2V033,H39S2V034,H39S2V035,H39S2V036,H39S2V037,H39S2V038,H39S2V039,H39S2V040,H39S2V041,H39S2V042,H39S2V043,H39S2V044,H39S2V045,H39S2V046,H39S2V047,H39S2V048,H39S2V049,H39S2V050,H39S2V051,H39S2V052,H39S2V053,H39S2V054,H39S2V055,H39S2V056,H39S2V057,H39S2V058,H39S2V059,H39S2V060,H39S2V061,H39S2V062,H39S2V063,H39S2V064,H39S2V065,H39S2V066,H39S2V067,H39S2V068,H39S2V069,H39S2V070,H39S2V071,H39S2V072,H39S2V073,H39S2V074,H39S2V075,H39S2V076,H39S2V077,H39S2V078,H39S2V079,H39S2V080,H39S2V081,H39S2V082,H39S2V083,H39S2V084,H39S2V085,H39S2V086,H39S2V087,H39S2V088,H39S2V089,H39S2V090,H39S2V091,H39S2V092,H39S2V093,H39S2V094,H39S2V095,H39S2V096,H39S2V097,H39S2V098,H39S2V099,H39S2V100,H39S2V101,H39S2V102,H39S2V103,H39S2V104,H39S2V105,H39S2V106,H39S2V107,H39S2V108,H39S2V109,H39S2V110,H39S2V111,H39S2V112,H39S2V113,H39S2V114,H39S2V115,H39S2V116,H39S2V117,H39S2V118,H39S2V119,H39S2V120,H39S2V121,H39S2V122,H39S2V123,H39S2V124,H39S2V125,H39S2V126,H39S2V127,H39S2V128,H39S2V129,H39S2V130,H39S2V131,H39S2V132,H39S2V133,H39S2V134,H39S2V135,H39S2V136,H39S2V137,H39S2V138,H39S2V139,H39S2V140,H39S2V141,H39S2V142,H39S2V143,H39S2V144,H39S2V145,H39S2V146,H39S2V147,H39S2V148,H39S2V149,H39S2V150,H39S2V151,H39S2V152,H39S2V153,H39S2V154,H39S2V155,H39S2V156,H39S2V157,H39S2V158,H39S2V159,H39S2V160,H39S2V161
1318,SOUTH SHORE--ST. MARGARET'S,Nova Scotia,2003 - ,39,2006.01.23,4006,d02c368a-0fe4-4a79-91b1-f8c176e29457,"KEDDY, Gerald Gordon",15108,0.3685,Conservative Party of Canada,tree Farmer/parliamentarian,,0,4,,,1,,,,,,,,,,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,9,9,9,9,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,9,9,9,9,9,9,9,9,9,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,9,9,9,1,1,1,2,1,1,1,9,9,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,3,3,9,9,9,9,9,9,2,2,2,1,1,3,3,3,3,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,9,9,3,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,2,2,2,2,2,1,1,1,2,2,1,1
1354,TORONTO CENTRE,Ontario,2003 - ,39,2006.01.23-2007.07.02 ,4007,d0b880b9-7e70-4d0c-b6aa-25322ff576b1,"GRAHAM, Bill",30874,0.5223,Liberal Party of Canada,parliamentarian,,0,5,,,,,,,,,,Resignation. To make room for new members within the House of Commons. Accepts the position of chancellor at the University of Toronto: 2007.07.02 ,,,2,1,1,1,1,2,2,1,1,1,2,2,1,1,9,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,9,9,9,9,1,2,1,1,2,2,2,1,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,1,1,1,1,1,1,2,1,1,1,2,1,1,9,2,1,9,9,9,9,9,9,9,9,9,9,1,1,1,1,2,2,1,1,1,2,1,1,9,9,9,9,9,9,2,9,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1340,BRAMPTON WEST,Ontario,2003 - ,39,2006.01.23,4008,d0b90287-81b1-472f-9be6-3ad4429a7851,"BEAUMIER, Colleen",27988,0.4912,Liberal Party of Canada,parliamentarian,,0,5,,,,,,,,,,,,,2,1,1,1,1,2,1,1,2,9,9,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,9,9,9,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,9,9,9,1,1,2,1,1,1,2,2,1,1,2,1,1,9,9,9,9,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,9,9,9,9,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,9,9,9,9,9,9,9,9,1,1,1,1,1,1,2,2,1,1,1,2,9,9,9,9,9,9,9,1,9,2,2,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,2,2,1,1,1,9,9,9,9,9,9,2,1,1,9,9,9,9,1,2,1,9,1,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,2,1,1,1,1,1,1,1,1,9,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,9,2,9,9,2,1,1,1,1,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1320,DARTMOUTH--COLE HARBOUR,Nova Scotia,2003 - ,39,2006.01.23,4009,d167eba6-d72b-4d64-824f-3de7096fc459,"SAVAGE, Michael",19027,0.4232,Liberal Party of Canada,parliamentarian,,0,2,,,,,,,,,Ireland,,,,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,9,9,9,9,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,9,9,9,9,1,1,1,2,1,1,9,9,1,2,1,2,1,2,1,1,1,2,1,1,1,1,9,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,9,2,1,1,9,9,9,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,9,1,1,1,9,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,9,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,9,1,1,2,9,9,2,1,1,1,1,2,1,1,2,1,9,9,9,9,2,2,1,9,1,2,2,2,1,2,1,1,1,1,1,1,1,9,1,1,2,9,1,1,9,2,1,1,1,1,1,1,1,1,2,2,1,1,1,9,2,1,1,1,1,1,9,9,9,9,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,9,9,9,9,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,9,1,1,9,1,2,9,9,9,1,2,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,1,2,9,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,9
1400,BONAVISTA--GANDER--GRAND FALLS--WINDSOR,Newfoundland and Labrador,2004 - ,39,2006.01.23,4011,d282a075-d49f-40b7-ab6d-64455eb9a5a8,"SIMMS, Scott",19866,0.5204,Liberal Party of Canada,parliamentarian,,0,2,,,,,,,,,,,,,2,1,1,1,1,2,2,1,1,1,9,9,9,9,9,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,9,9,1,9,9,9,9,1,1,1,9,1,1,1,1,1,2,1,2,1,2,1,9,9,9,9,9,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,9,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,9,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,9,9,9,9,1,1,2,1,1,1,2,2,2,1,1,1,1,9,9,1,2,2,2,2,2,2,2,2,1,1,2,1,9,1,1,2,9,9,2,9,1,1,1,2,1,9,9,9,9,2,1,1,2,2,1,9,1,2,2,2,1,2,1,1,1,1,1,1,1,9,9,9,2,9,9,9,9,2,1,1,1,1,1,1,1,1,1,2,1,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,1,1,1,1,1,1,1,1,9,9,9,9,9,9
683,SHERBROOKE,Quebec,1924 - ,39,2006.01.23,4012,d2983554-c9a0-4e21-9065-aa9105f9510a,"CARDIN, Serge",27112,0.522,Bloc Quebecois,parliamentarian,,1,4,,,,,,,,,,,,,2,2,1,2,2,1,2,1,2,1,9,3,3,3,9,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,9,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,9,9,9,9,9,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,9,9,9,9,9,9,9,9,1,1,1,1,1,2,1,1,1,1,1,2,3,3,3,3,3,3,3,9,3,3,3,9,9,9,9,9,9,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,9,1,1,2,3,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3,3,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,9,3,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
817,WILLOWDALE,Ontario,1976 - ,39,2008.03.17,4013,d2c01fb9-ae85-4e9b-9cd3-a04b42725016,"HALL FINDLAY, Martha",13507,0.5939,Liberal Party of Canada,lawyer,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,1,1,2,1,1,2,2,1,9,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,9,9,9,1,2,1,1,1,1,9,1,1,2,9,9,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,1,9,9,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,9
1386,ALFRED-PELLAN,Quebec,2003 - ,39,2006.01.23,4014,d2dd4c9d-75f6-4136-b39a-70d13bc0d325,"CARRIER, Robert",23193,0.4297,Bloc Quebecois,engineer,,1,2,,,,,,,,,,,,,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,9,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
1326,HAMILTON CENTRE,Ontario,2003 - ,39,2006.01.23,4016,d3b34b92-4b9c-4beb-9c3b-dd6146fb8b2c,"CHRISTOPHERSON, David",24503,0.5129,New Democratic Party,politician,,0,2,,,,,,,,,,,,,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,9,1,2,1,1,9,9,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,9,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,9,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,9,9,9,1,9,9,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,9,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,9
954,SAINT-HYACINTHE--BAGOT,Quebec,1981 - ,39,2006.01.23-2007.02.21,4017,d3c0bcbc-2d31-4153-9833-c9601f52093e,"LOUBIER, Yvan",27838,0.5602,Bloc Quebecois,economist,,1,5,,,,,,,,,,Resignation. Enters provincial politics in Quebec: 2007.02.21,,,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,3,3,3,1,2,1,2,1,1,2,2,1,3,3,3,3,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,3,3,9,9,3,3,3,3,3,3,3,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1421,BRUCE--GREY--OWEN SOUND,Ontario,2004 - ,39,2006.01.23,4019,d5a197ec-6694-4a63-b918-f7c55df7b7c2,"MILLER, Larry",25133,0.4818,Conservative Party of Canada,farmer/Member of Parliament,,0,2,,,,,,,,,,,,,2,2,1,1,2,1,2,2,1,2,1,2,1,1,9,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,3,3,3,3,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,9,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,9,9,3,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1
1165,MONCTON--RIVERVIEW--DIEPPE,New Brunswick,1998 - ,39,2006.01.23,4020,d61c4630-5e6e-4479-91dc-809e1b023a89,"MURPHY, Brian",22918,0.4771,Liberal Party of Canada,lawyer,,0,1,,,,,,,,,,,,,2,1,1,1,9,9,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,9,9,9,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,9,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,9,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,9,1,1,2,9,9,2,1,1,1,1,2,1,1,2,1,9,9,1,1,9,9,1,9,9,9,9,9,1,2,1,1,1,1,1,1,1,9,1,1,2,9,1,1,9,2,1,1,1,1,1,1,1,1,1,2,1,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,1,1,9,9,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,9,2,2,9,2,1,1,9,9,2,9,9,9,1,2,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,2,2,2,2,1,9
